project_title,project_id,screen_id,screen_name_path,title,title_normalized,slot_code,slot_label_normalized,is_canonical_slot,is_variant_title,is_explicit_variant,width,height,aspect_ratio,pixel_area,device_type,has_screenshot,screenshot_file_name,has_html,html_file_name,has_figma_export,within_project_slot_count,within_project_duplicate,within_project_duplicate_rank,cross_variant_slot_count
Praxis UI Kit — Calm,13394915692903823935,24398b59b0de480ea20ddaaf8293746e,projects/13394915692903823935/screens/24398b59b0de480ea20ddaaf8293746e,03 — Data Display,03 — Data Display,03,Data Display,true,false,false,2560,3578,0.7155,9159680,DESKTOP,true,projects/13394915692903823935/files/235f6f2492da41498eb8bbbd34af0920,true,projects/13394915692903823935/files/4d9e3c2966534bbc9f9ea26884e9c42f,false,3,true,1,4
Praxis UI Kit — Calm,13394915692903823935,5be17d8726004556b95f4439fb8e5d9e,projects/13394915692903823935/screens/5be17d8726004556b95f4439fb8e5d9e,03 — Data Display,03 — Data Display,03,Data Display,true,false,false,2560,2678,0.9559,6855680,DESKTOP,true,projects/13394915692903823935/files/35b341e6b0ea42738abbf2e2fa9c1f59,true,projects/13394915692903823935/files/148551e042bd4321b3c29f8f13999bdb,false,3,true,2,4
Praxis UI Kit — Calm,13394915692903823935,82e9624cb3204788a5dd3eca0b31630c,projects/13394915692903823935/screens/82e9624cb3204788a5dd3eca0b31630c,03 — Data Display,03 — Data Display,03,Data Display,true,false,false,2560,3994,0.6410,10224640,DESKTOP,true,projects/13394915692903823935/files/e31a229b8bf24dfa937b98eeb9d6e3bf,true,projects/13394915692903823935/files/11df14411c58414d829ac163be23f5f1,false,3,true,3,4
Praxis UI Kit — Calm,13394915692903823935,7364e1ca876d48fba2307a04f78f58e0,projects/13394915692903823935/screens/7364e1ca876d48fba2307a04f78f58e0,04 — Feedback & Overlays,04 — Feedback & Overlays,04,Feedback & Overlays,true,false,false,2560,4260,0.6009,10905600,DESKTOP,true,projects/13394915692903823935/files/3b5e0e0fb08c47f4b57551e36d855c83,true,projects/13394915692903823935/files/42cbfa24b9404c01bb37dd0013c72aab,false,2,true,1,4
Praxis UI Kit — Calm,13394915692903823935,efd5d5bf1589456aa690565a41e2f40d,projects/13394915692903823935/screens/efd5d5bf1589456aa690565a41e2f40d,04 — Feedback & Overlays,04 — Feedback & Overlays,04,Feedback & Overlays,true,false,false,2560,4146,0.6175,10613760,DESKTOP,true,projects/13394915692903823935/files/105be9f1883d4859b6e513a191c30359,true,projects/13394915692903823935/files/d7af57af28414d21b6e3ff7fca01b4ed,false,2,true,2,4
Praxis UI Kit — Calm,13394915692903823935,5c8a7262369b4490957b954cd28440cb,projects/13394915692903823935/screens/5c8a7262369b4490957b954cd28440cb,05 — Planner Patterns,05 — Planner Patterns,05,Planner Patterns,true,false,false,2560,2048,1.2500,5242880,DESKTOP,true,projects/13394915692903823935/files/218106f50ca74df89b4dc9264a96df64,true,projects/13394915692903823935/files/a9fdd5ec61894880bf3e7b17b01a0fe0,false,1,false,1,4
Praxis UI Kit — Calm,13394915692903823935,49b7aa4657274ff48227dde7175ef169,projects/13394915692903823935/screens/49b7aa4657274ff48227dde7175ef169,SMOKE TEST SINGLE,SMOKE TEST SINGLE,UNMAPPED,SMOKE TEST SINGLE,false,false,false,2560,2048,1.2500,5242880,DESKTOP,true,projects/13394915692903823935/files/97cca82645fe4f56934566b079353458,true,projects/13394915692903823935/files/011cc1d197d74a8e9f5da8072a01e02a,false,1,false,0,
Praxis UI Kit — Executive,5764765102702214376,f03a6af95eba45ffaf671f51d77a9ad7,projects/5764765102702214376/screens/f03a6af95eba45ffaf671f51d77a9ad7,00 — Foundations,00 — Foundations,00,Foundations,true,false,false,2560,2048,1.2500,5242880,DESKTOP,true,projects/5764765102702214376/files/d457a2a1a6924d9eb43946b9b8c8a2b5,true,projects/5764765102702214376/files/098403133d734d7d9e1eb172f174b8d2,false,1,false,1,4
Praxis UI Kit — Executive,5764765102702214376,855a7a33095843068f53652fb6bdd46e,projects/5764765102702214376/screens/855a7a33095843068f53652fb6bdd46e,01 — Buttons & Inputs,01 — Buttons & Inputs,01,Buttons & Inputs,true,false,false,2560,3376,0.7583,8642560,DESKTOP,true,projects/5764765102702214376/files/5d1e5cedc3c14ff6a52575d5cd9cca2c,true,projects/5764765102702214376/files/3f2e210db3c943c19c6f38255df5eac3,false,1,false,1,4
Praxis UI Kit — Executive,5764765102702214376,a59a4c5ba9b94d929ec9b051fc60ff7f,projects/5764765102702214376/screens/a59a4c5ba9b94d929ec9b051fc60ff7f,02 — Navigation & Shell,02 — Navigation & Shell,02,Navigation & Shell,true,false,false,2560,2048,1.2500,5242880,DESKTOP,true,projects/5764765102702214376/files/065a6578eee646d09e1f84ba02b63b06,true,projects/5764765102702214376/files/7b87d5cc0d9548b8bc3470631e7d749d,false,2,true,1,4
Praxis UI Kit — Executive,5764765102702214376,bbd8a8c72b8341a9be48a843db2e896c,projects/5764765102702214376/screens/bbd8a8c72b8341a9be48a843db2e896c,02 — Navigation & Shell,02 — Navigation & Shell,02,Navigation & Shell,true,false,false,2560,2048,1.2500,5242880,DESKTOP,true,projects/5764765102702214376/files/728aa18a2db140b795e289ce78c23c2e,true,projects/5764765102702214376/files/2e0365c4ccd144038f12475dedf08d7d,false,2,true,2,4
Praxis UI Kit — Executive,5764765102702214376,288d3db61b19477dbc3d497a1a1a0e8b,projects/5764765102702214376/screens/288d3db61b19477dbc3d497a1a1a0e8b,03 — Data Display,03 — Data Display,03,Data Display,true,false,false,2560,2048,1.2500,5242880,DESKTOP,true,projects/5764765102702214376/files/67b3858000714e228674f929ca489757,true,projects/5764765102702214376/files/bc207830e89e4376b69063b363e5f313,false,1,false,1,4
Praxis UI Kit — Executive,5764765102702214376,946f33c6c90646f7b900bbcd124409ef,projects/5764765102702214376/screens/946f33c6c90646f7b900bbcd124409ef,04 — Feedback & Overlays,04 — Feedback & Overlays,04,Feedback & Overlays,true,false,false,2560,3412,0.7503,8734720,DESKTOP,true,projects/5764765102702214376/files/1e14d13c776c469286c0b8d1a5d6f176,true,projects/5764765102702214376/files/4ffc39407f6945999aaed3b2f582870b,false,1,false,1,4
Praxis UI Kit — Executive,5764765102702214376,69d9263d31944d7093b9be93638077df,projects/5764765102702214376/screens/69d9263d31944d7093b9be93638077df,05 — Planner Patterns,05 — Planner Patterns,05,Planner Patterns,true,false,false,2560,2048,1.2500,5242880,DESKTOP,true,projects/5764765102702214376/files/e3bec36fdb79442095d4e6f5c3c0745b,true,projects/5764765102702214376/files/2b1ea5b56164488187cdc43c8c563250,false,1,false,1,4
Praxis UI Kit — Minimal,7285948406539466076,34fb5fdfa8494d3685bd23362908d75b,projects/7285948406539466076/screens/34fb5fdfa8494d3685bd23362908d75b,00 — Foundations UI Kit,00 — Foundations,00,Foundations,true,true,false,2560,3836,0.6674,9820160,DESKTOP,true,projects/7285948406539466076/files/4ad159fc43304342ba162b1397c791cf,true,projects/7285948406539466076/files/96b0a545384b4adebc282a619ad787e2,false,1,false,1,4
Praxis UI Kit — Minimal,7285948406539466076,7bbd054d3650440eb2d2a091c9a93657,projects/7285948406539466076/screens/7bbd054d3650440eb2d2a091c9a93657,01 — Buttons & Inputs UI Kit,01 — Buttons & Inputs,01,Buttons & Inputs,true,true,false,2560,2642,0.9690,6763520,DESKTOP,true,projects/7285948406539466076/files/321191f64b52462687e1f91852018879,true,projects/7285948406539466076/files/0f6971615c4a46eea620408016a466af,false,2,true,1,4
Praxis UI Kit — Minimal,7285948406539466076,8d219407882b4fdab267c093a4693f84,projects/7285948406539466076/screens/8d219407882b4fdab267c093a4693f84,01 — Buttons & Inputs UI Kit,01 — Buttons & Inputs,01,Buttons & Inputs,true,true,false,2560,2274,1.1258,5821440,DESKTOP,true,projects/7285948406539466076/files/846327ae133e434c82af96f62b7b551b,true,projects/7285948406539466076/files/3133347fb39441b6a53c71ed1d3a4da2,false,2,true,2,4
Praxis UI Kit — Minimal,7285948406539466076,d253ad4149f14cd3bc7bee5ea8a42be3,projects/7285948406539466076/screens/d253ad4149f14cd3bc7bee5ea8a42be3,02 — Navigation & Shell UI Kit,02 — Navigation & Shell,02,Navigation & Shell,true,true,false,2560,2694,0.9503,6896640,DESKTOP,true,projects/7285948406539466076/files/b36f3ae831ea40bdb058dae56efd0854,true,projects/7285948406539466076/files/f5362ecbd6cf4149a42d58dbc9ae95bf,false,1,false,1,4
Praxis UI Kit — Minimal,7285948406539466076,373a07a89b29494192ddc722f1f51255,projects/7285948406539466076/screens/373a07a89b29494192ddc722f1f51255,03 — Data Display UI Kit,03 — Data Display,03,Data Display,true,true,false,2560,2770,0.9242,7091200,DESKTOP,true,projects/7285948406539466076/files/8337021110e94ce19e63ea836dfb9c72,true,projects/7285948406539466076/files/6176b5626cbc46dca767f2b1bef81293,false,1,false,1,4
Praxis UI Kit — Minimal,7285948406539466076,c4d2bebfaa6b4956a1386b9e356c8099,projects/7285948406539466076/screens/c4d2bebfaa6b4956a1386b9e356c8099,04 — Feedback & Overlays UI Kit,04 — Feedback & Overlays,04,Feedback & Overlays,true,true,false,2560,3358,0.7624,8596480,DESKTOP,true,projects/7285948406539466076/files/c86e7e24df244a9885ba07f97cd155bb,true,projects/7285948406539466076/files/033ce643e81444faac0e1c1f99f1239e,false,1,false,1,4
Praxis UI Kit — Minimal,7285948406539466076,95d04f044d4a4b41b58e67e21f0cc0e1,projects/7285948406539466076/screens/95d04f044d4a4b41b58e67e21f0cc0e1,05 — Planner Patterns UI Kit,05 — Planner Patterns,05,Planner Patterns,true,true,false,2560,2048,1.2500,5242880,DESKTOP,true,projects/7285948406539466076/files/8c08fcb7eacb49e9b5ac4c552cd14ceb,true,projects/7285948406539466076/files/a677612b76664ca0b760c25c6256b292,false,1,false,1,4
Praxis UI Kit — Desktop,5252820721296843802,bc77c466f60d428ab6b7022386947c07,projects/5252820721296843802/screens/bc77c466f60d428ab6b7022386947c07,00 — Foundations,00 — Foundations,00,Foundations,true,false,false,2560,6270,0.4083,16051200,DESKTOP,true,projects/5252820721296843802/files/383ad933b5d14873872dcecff1b06d84,true,projects/5252820721296843802/files/2eaf70fef6ee43f2841f30c06b5af679,false,3,true,1,4
Praxis UI Kit — Desktop,5252820721296843802,53aa5b936d27480e9c41c4ad91845252,projects/5252820721296843802/screens/53aa5b936d27480e9c41c4ad91845252,00 — Foundations (Variant 1),00 — Foundations (Variant 1),00,Foundations (Variant 1),true,false,true,2560,4424,0.5787,11325440,DESKTOP,true,projects/5252820721296843802/files/e0a61cdd98ae47ee8b4625358c912d0b,true,projects/5252820721296843802/files/bb983a04c2a94309b9a1cfc3fa0517dc,false,3,true,2,4
Praxis UI Kit — Desktop,5252820721296843802,cdac0f6de4d942e3b5001d6a0e64e03d,projects/5252820721296843802/screens/cdac0f6de4d942e3b5001d6a0e64e03d,00 — Foundations (Variant 2),00 — Foundations (Variant 2),00,Foundations (Variant 2),true,false,true,2560,4824,0.5307,12349440,DESKTOP,true,projects/5252820721296843802/files/6b8f86c7fa86431e85300346177b68d3,true,projects/5252820721296843802/files/b000cfcb871f489992ed18046a975590,false,3,true,3,4
Praxis UI Kit — Desktop,5252820721296843802,6309cf97d8094e2e94276234990d5f74,projects/5252820721296843802/screens/6309cf97d8094e2e94276234990d5f74,01 — Buttons & Inputs,01 — Buttons & Inputs,01,Buttons & Inputs,true,false,false,2560,3952,0.6478,10117120,DESKTOP,true,projects/5252820721296843802/files/058ef48ce0c74716831a71e35ddcae40,true,projects/5252820721296843802/files/0cdaed2b7ba140daad4997a42199d91f,false,2,true,1,4
Praxis UI Kit — Desktop,5252820721296843802,d2d7dd450ba9492d9b3fa055ced8ffb4,projects/5252820721296843802/screens/d2d7dd450ba9492d9b3fa055ced8ffb4,01 — Buttons & Inputs,01 — Buttons & Inputs,01,Buttons & Inputs,true,false,false,2560,4260,0.6009,10905600,DESKTOP,true,projects/5252820721296843802/files/e576ac29293c4db9b814b6a23ee24516,true,projects/5252820721296843802/files/f3ba6937d3b048209fa494597b56cbb8,false,2,true,2,4
Praxis UI Kit — Desktop,5252820721296843802,a6fbdab7d7834177830f5213a9392b58,projects/5252820721296843802/screens/a6fbdab7d7834177830f5213a9392b58,02 — Navigation & Shell,02 — Navigation & Shell,02,Navigation & Shell,true,false,false,2560,2048,1.2500,5242880,DESKTOP,true,projects/5252820721296843802/files/a4e1cd7cde694f40b94201f6fdfc767f,true,projects/5252820721296843802/files/47ff8d31170c403eba4f0fd77db7f365,false,1,false,1,4
Praxis UI Kit — Desktop,5252820721296843802,2021a3a3de3340b2a453be0ee6744aa9,projects/5252820721296843802/screens/2021a3a3de3340b2a453be0ee6744aa9,03 — Data Display,03 — Data Display,03,Data Display,true,false,false,2560,3448,0.7425,8826880,DESKTOP,true,projects/5252820721296843802/files/3e5112a731c743108f2f8f297e3a6129,true,projects/5252820721296843802/files/13ddd876538b44f1b0c6d50757b01f10,false,2,true,1,4
Praxis UI Kit — Desktop,5252820721296843802,4231333f9ed245e7ac52451eec13c652,projects/5252820721296843802/screens/4231333f9ed245e7ac52451eec13c652,03 — Data Display,03 — Data Display,03,Data Display,true,false,false,2560,3460,0.7399,8857600,DESKTOP,true,projects/5252820721296843802/files/f94bc9b3f98c4e568ccb847354e76db4,true,projects/5252820721296843802/files/db6a708532a846359a897fe84aa798e6,false,2,true,2,4
Praxis UI Kit — Desktop,5252820721296843802,5c8db29f0ef04ef59da6ea55071aedfd,projects/5252820721296843802/screens/5c8db29f0ef04ef59da6ea55071aedfd,04 — Feedback & Overlays,04 — Feedback & Overlays,04,Feedback & Overlays,true,false,false,2560,3300,0.7758,8448000,DESKTOP,true,projects/5252820721296843802/files/c99ee32473174e0083577fcc5a74b5a8,true,projects/5252820721296843802/files/587c40e675594f148c9d17eb9c46917a,false,1,false,1,4
Praxis UI Kit — Desktop,5252820721296843802,1a98ac2e5ee94df0991b1bac1d732f53,projects/5252820721296843802/screens/1a98ac2e5ee94df0991b1bac1d732f53,05 — Planner Patterns,05 — Planner Patterns,05,Planner Patterns,true,false,false,2560,4610,0.5553,11801600,DESKTOP,true,projects/5252820721296843802/files/2b36932cd885477da37cf3824b4f0b4f,true,projects/5252820721296843802/files/d595dbc87e1844958f6a969ff05cee02,false,1,false,1,4
